K3C121419,3003,19912080,150.813
K3C121420,3003,18474149,162.552
K3C121421,3003,18284692,164.236
K3C121423,3003,19202257,156.388
K3C121422,3003,19055483,157.592
K3C121424,3003,19202876,156.383
K3C121426,3003,18404416,163.168
K3C121425,3003,20237823,148.386
K3C121427,3003,19341917,155.259
K3C121428,3003,18222154,164.799
K3C121429,3003,18718083,160.433
K3C121432,3003,14617244,205.443
K3C121430,3003,17697401,169.686
K3C121431,3003,16239996,184.914
K3C121433,3003,15539468,193.249
K3C121434,3003,15545821,193.171
K3C121435,3003,15365596,195.437
Average CPU usage- 98.775
Max CPU usage- 100
Number of sec 100% CPU = 16
