K3C121421,3003,6737690,445.702
K3C121424,3003,6988978,429.676
K3C121420,3003,6164516,487.143
K3C121422,3003,6578285,456.502
K3C121428,3003,6488166,462.842
K3C121426,3003,6617668,453.785
K3C121429,3003,6747410,445.06
K3C121427,3003,5782045,519.366
K3C121430,3003,5670695,529.564
K3C121432,3003,5726357,524.417
K3C121431,3003,5480963,547.897
K3C121436,3003,7229329,415.391
K3C121433,3003,6027682,498.202
Average CPU usage- 99.9625
Max CPU usage- 100
Number of sec 100% CPU = 18
K3C121419,3003,21135651,142.082
K3C121420,3003,20267615,148.168
K3C121421,3003,21141123,142.046
K3C121422,3003,20447556,146.863
K3C121423,3003,19197484,156.427
K3C121424,3003,20489155,146.565
K3C121425,3003,21062717,142.574
K3C121427,3003,17402023,172.566
K3C121426,3003,20076982,149.574
K3C121428,3003,20875332,143.854
K3C121429,3003,20125278,149.215
K3C121430,3003,20636819,145.517
K3C121431,3003,19530898,153.756
K3C121432,3003,21797198,137.77
K3C121433,3003,21275993,141.145
K3C121434,3003,20888391,143.764
K3C121435,3003,21685472,138.48
K3C121436,3003,20175953,148.84
K3C121437,3003,11320790,265.264
Average CPU usage- 99.2181
Max CPU usage- 100
Number of sec 100% CPU = 19
