K3C121419,3003,19142482,156.876
K3C121420,3003,19746619,152.077
K3C121421,3003,20380594,147.346
K3C121422,3003,19837329,151.381
K3C121423,3003,19189670,156.49
K3C121424,3003,18305888,164.045
K3C121425,3003,17997759,166.854
K3C121426,3003,18292034,164.17
K3C121427,3003,20572481,145.972
K3C121429,3003,18763318,160.046
K3C121428,3003,18734178,160.295
K3C121430,3003,20909131,143.622
K3C121432,3003,19385106,154.913
K3C121431,3003,19688857,152.522
K3C121434,3003,19386376,154.902
K3C121433,3003,17536827,171.24
K3C121435,3003,19646268,152.853
K3C121436,3003,19802011,151.651
Average CPU usage- 99.0262
Max CPU usage- 100
Number of sec 100% CPU = 15
K3C121420,3003,21872031,137.299
K3C121419,3003,20946481,143.365
K3C121422,3003,19692587,152.494
K3C121424,3003,21241368,141.375
K3C121421,3003,20370801,147.417
K3C121423,3003,20606566,145.73
K3C121426,3003,19594059,153.26
K3C121425,3003,18045304,166.415
K3C121427,3003,21380787,140.453
K3C121429,3003,20712336,144.986
K3C121428,3003,20898654,143.693
K3C121430,3003,20366799,147.446
K3C121431,3003,20028491,149.936
K3C121432,3003,19973897,150.346
K3C121433,3003,19315289,155.473
K3C121435,3003,20045676,149.808
K3C121434,3003,21158193,141.931
K3C121436,3003,20416261,147.088
Average CPU usage- 98.9837
Max CPU usage- 100
Number of sec 100% CPU = 15
K3C121419,3003,22111578,135.811
K3C121420,3003,23681910,126.806
K3C121424,3003,22125240,135.728
K3C121421,3003,23010232,130.507
K3C121422,3003,22318867,134.55
K3C121423,3003,24226960,123.953
K3C121425,3003,22426817,133.902
K3C121429,3003,21159136,141.925
K3C121426,3003,21273531,141.162
K3C121427,3003,22970051,130.735
K3C121428,3003,22831505,131.529
K3C121430,3003,23570574,127.404
K3C121432,3003,20815888,144.265
K3C121431,3003,22010106,136.437
K3C121433,3003,19697476,152.456
K3C121435,3003,22340893,134.417
K3C121434,3003,21495028,139.707
K3C121436,3003,23878914,125.76
Average CPU usage- 99.7596
Max CPU usage- 100
Number of sec 100% CPU = 37
