K3C121419,3003,20004346,150.118
K3C121420,3003,24194603,124.119
K3C121421,3003,22234515,135.06
K3C121424,3003,23810711,126.12
K3C121422,3003,22165432,135.481
K3C121425,3003,23294129,128.917
K3C121423,3003,24176423,124.212
K3C121426,3003,22242611,135.011
K3C121427,3003,22244932,134.997
K3C121428,3003,23771046,126.33
K3C121429,3003,23195557,129.464
K3C121430,3003,23401290,128.326
K3C121431,3003,23849933,125.912
K3C121432,3003,22340811,134.418
K3C121433,3003,21568199,139.233
K3C121420,3003,16662130,180.229
K3C121419,3003,16914271,177.542
K3C121422,3003,16321973,183.985
K3C121421,3003,16398215,183.13
K3C121425,3003,16199596,185.375
K3C121423,3003,16777216,178.993
K3C121424,3003,16587559,181.039
K3C121426,3003,16438733,182.679
K3C121427,3003,16129881,186.176
K3C121428,3003,16805375,178.693
K3C121429,3003,16482235,182.197
K3C121430,3003,15536611,193.286
K3C121431,3003,10966496,273.834
K3C121432,3003,10914380,275.141
K3C121433,3003,9904524,303.195
Average CPU usage- 97.6733
Max CPU usage- 100
Number of sec 100% CPU = 9
K3C121419,3003,16275845,184.507
K3C121420,3003,16617861,180.709
K3C121421,3003,17569134,170.925
K3C121422,3003,18503142,162.297
K3C121423,3003,17099730,175.617
K3C121425,3003,16679765,180.038
K3C121424,3003,18038714,166.475
K3C121428,3003,17652554,170.117
K3C121426,3003,17713353,169.533
K3C121427,3003,17688646,169.77
K3C121429,3003,17249862,174.088
K3C121430,3003,16582589,181.093
K3C121431,3003,10279395,292.138
K3C121432,3003,11087877,270.836
K3C121433,3003,10934219,274.643
Average CPU usage- 97.7633
Max CPU usage- 100
Number of sec 100% CPU = 12
