RNC16RBS01,2239,23224014,96.4089
RNC16RBS02,2239,18308973,122.29
RNC16RBS03,2307,19746555,116.83
RNC16RBS04,2307,19078705,120.92
RNC16RBS05,2307,19219101,120.037
RNC16RBS07,2307,21551951,107.043
RNC16RBS08,2307,19014268,121.33
RNC16RBS06,2307,22979966,100.392
RNC16RBS09,2307,17251802,133.725
RNC16RBS10,2307,19985910,115.431
RNC16RBS100,2306,21308567,108.219
RNC16RBS102,2306,21152758,109.016
RNC16RBS101,2306,17849028,129.195
RNC16RBS103,2306,17181434,134.215
RNC16RBS104,2306,19832186,116.276
RNC16RBS106,2306,18747693,123.002
RNC16RBS105,2306,19649302,117.358
RNC16RBS107,2306,17863435,129.091
RNC16RBS109,2306,19694653,117.087
RNC16RBS11,2307,17823456,129.436
RNC16RBS108,2306,19560930,117.888
RNC16RBS110,2306,19777929,116.595
RNC16RBS111,2306,18514970,124.548
RNC16RBS112,2306,18378913,125.47
RNC16RBS113,2306,19923718,115.742
RNC16RBS114,2306,19064667,120.957
Average CPU usage- 99.9054
Max CPU usage- 100
Number of sec 100% CPU = 26
