RNC16RBS02,2239,9967375,224.633
RNC16RBS04,2307,8720355,264.554
RNC16RBS01,2239,10190786,219.708
RNC16RBS03,2307,9599034,240.337
RNC16RBS05,2307,9728559,237.137
RNC16RBS06,2307,8696662,265.274
RNC16RBS07,2307,9283182,248.514
RNC16RBS09,2307,8261766,279.238
RNC16RBS08,2307,8790771,262.434
RNC16RBS101,2306,9153004,251.939
RNC16RBS100,2306,9176048,251.306
RNC16RBS10,2307,8179984,282.03
RNC16RBS104,2306,7143010,322.833
RNC16RBS102,2306,7806010,295.413
RNC16RBS103,2306,9216400,250.206
RNC16RBS105,2306,8014806,287.717
RNC16RBS106,2306,8665655,266.108
RNC16RBS107,2306,8153172,282.835
RNC16RBS108,2306,8844398,260.73
RNC16RBS109,2306,8426120,273.673
RNC16RBS111,2306,9523973,242.126
RNC16RBS110,2306,9477201,243.321
RNC16RBS11,2307,9779574,235.9
Average CPU usage- 99.8409
Max CPU usage- 100
Number of sec 100% CPU = 22
RNC16RBS01,2239,12966557,172.674
RNC16RBS02,2239,12587801,177.871
RNC16RBS05,2307,12112015,190.472
RNC16RBS04,2307,14182923,162.661
RNC16RBS03,2307,16197864,142.426
RNC16RBS06,2307,12054456,191.381
RNC16RBS07,2307,9838159,234.495
RNC16RBS08,2307,13486860,171.055
RNC16RBS09,2307,13797564,167.203
RNC16RBS10,2307,14585248,158.174
RNC16RBS101,2306,12325513,187.092
RNC16RBS100,2306,12028730,191.708
RNC16RBS102,2306,15038152,153.343
RNC16RBS103,2306,14208087,162.302
RNC16RBS104,2306,13069431,176.443
RNC16RBS105,2306,13078755,176.316
RNC16RBS106,2306,11874482,194.198
RNC16RBS107,2306,13125028,175.695
RNC16RBS108,2306,13704489,168.266
RNC16RBS109,2306,14989202,153.844
RNC16RBS110,2306,14190929,162.499
RNC16RBS11,2307,14371229,160.529
RNC16RBS111,2306,11713434,196.869
Average CPU usage- 99.7503
Max CPU usage- 100
Number of sec 100% CPU = 21
RNC16RBS01,2239,7713159,290.283
RNC16RBS02,2239,8421984,265.852
RNC16RBS04,2307,8124011,283.973
RNC16RBS05,2307,7349797,313.886
RNC16RBS03,2307,7680383,300.376
RNC16RBS06,2307,7289845,316.468
RNC16RBS07,2307,7757114,297.405
RNC16RBS08,2307,7138158,323.193
RNC16RBS09,2307,8154782,282.902
RNC16RBS101,2306,8249907,279.518
RNC16RBS100,2306,7873575,292.879
RNC16RBS10,2307,7704354,299.441
RNC16RBS102,2306,8196202,281.35
RNC16RBS103,2306,5807722,397.058
RNC16RBS104,2306,8024976,287.353
RNC16RBS105,2306,8060502,286.086
RNC16RBS106,2306,6615504,348.575
RNC16RBS107,2306,7411669,311.131
RNC16RBS108,2306,7635160,302.024
RNC16RBS109,2306,8592959,268.359
RNC16RBS11,2307,6670958,345.827
RNC16RBS110,2306,9976288,231.148
RNC16RBS111,2306,7946038,290.207
Average CPU usage- 99.9338
Max CPU usage- 100
Number of sec 100% CPU = 26
RNC16RBS01,2239,7737066,289.386
RNC16RBS02,2239,11562451,193.643
RNC16RBS04,2307,14068233,163.987
RNC16RBS03,2307,11484664,200.876
RNC16RBS07,2307,11460644,201.298
RNC16RBS05,2307,9825589,234.795
RNC16RBS06,2307,11325127,203.707
RNC16RBS08,2307,10942442,210.831
RNC16RBS09,2307,13580155,169.88
RNC16RBS10,2307,10218748,225.763
RNC16RBS101,2306,11563785,199.415
RNC16RBS102,2306,12985626,177.581
RNC16RBS100,2306,10929573,210.987
RNC16RBS103,2306,11371267,202.791
RNC16RBS104,2306,11253146,204.921
RNC16RBS105,2306,13320226,173.121
RNC16RBS106,2306,11259639,204.803
RNC16RBS108,2306,11302655,204.022
RNC16RBS107,2306,13759654,167.591
RNC16RBS109,2306,12357223,186.612
RNC16RBS11,2307,12263434,188.121
RNC16RBS110,2306,10565754,218.251
RNC16RBS111,2306,11245954,205.051
Average CPU usage- 99.9239
Max CPU usage- 100
Number of sec 100% CPU = 30
