RNC16RBS02,2239,23565479,95.0118
RNC16RBS01,2239,22555854,99.2645
RNC16RBS04,2307,20195601,114.233
RNC16RBS05,2307,18570501,124.229
RNC16RBS03,2307,23605672,97.7306
RNC16RBS07,2307,18045594,127.843
RNC16RBS08,2307,22011856,104.807
RNC16RBS06,2307,21271623,108.454
RNC16RBS10,2307,21686400,106.38
RNC16RBS09,2307,24186540,95.3838
RNC16RBS100,2306,22075463,104.46
RNC16RBS101,2306,22580115,102.125
RNC16RBS102,2306,20226931,114.007
RNC16RBS103,2306,22254509,103.619
RNC16RBS104,2306,21780031,105.877
RNC16RBS105,2306,19273803,119.644
RNC16RBS106,2306,22745148,101.384
RNC16RBS108,2306,21597142,106.774
RNC16RBS107,2306,22459856,102.672
RNC16RBS109,2306,22742603,101.396
RNC16RBS11,2307,22713154,101.571
RNC16RBS110,2306,23629815,97.5886
RNC16RBS111,2306,22373316,103.069
RNC16RBS112,2306,20386732,113.113
RNC16RBS113,2306,21235118,108.594
RNC16RBS114,2306,21264005,108.446
RNC16RBS115,2306,20741489,111.178
RNC16RBS116,2306,21252699,108.504
Average CPU usage-
Max CPU usage- 0
Number of sec 100% CPU = 0
